type,pkg,cls,member,name,notes,verified,removal_reason
method,com.corrodinggames.rts.gameFramework.m,x,E,get_E,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,F,get_F,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,G,get_G,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,H,get_H,"""[Phase3-method] returns float""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,I,get_I,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,J,get_J,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,P,get_P,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
method,com.corrodinggames.rts.gameFramework.m,x,Q,get_Q,"""[Phase3-method] returns boolean""",suspicious-bc-missing,占位名垃圾 (do_*/get_+字母/类型+数字/描述句)
field,com.corrodinggames.rts.game,i,bs,currentAIStrategy,v19.100: 2097行 团队0的AI策略 (game.a.a=AIStrategy); 回放end块 l2.bs=h2.bX 屏幕AI切换,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.game,i,bH,gameStarted,"v19.100: 2099行 a(false,GameState)启动后=true; 1036行 bH&&bG 存档计数器清零条件",suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.game,i,bG,gameRunning,v19.100: 1036行 bH&&bG 运行中检查,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.game,i,bp,isBusyFlag,v19.100: a(boolean)里检查this.bp (忙碌阻塞),suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.game.units,y,bV,fogProcessed,boolean; f(float) 463-466: if(!bV) 调用 c(false) 重置; 每帧处理标记,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
method,com.corrodinggames.rts.game.units,y,cX,updateFogSight,f(float) 528: bI() 为真时刷新单位视野,suspicious-bc-missing,死映射 (javap member-missing + 03 名缺失)
field,com.corrodinggames.rts.game.units.custom,b,a,frameTime,Time position in animation (float); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
field,com.corrodinggames.rts.game.units.custom,b,d,interpolation,Interpolation type enum (int); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
field,com.corrodinggames.rts.gameFramework,aj,c,debugLeft,Debug Left key binding (ad); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
field,com.corrodinggames.rts.gameFramework,aj,d,debugRight,Debug Right key binding (ad); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework,w,h,getSortPriority,[[MANUAL: GameObject base overload]: multi-overload — needs manual disambiguation] Return render sort priority (0 overloads); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework,w,i,isSelectable,[[MANUAL: GameObject base overload]: multi-overload — needs manual disambiguation] Whether object can be selected (0 overloads); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework,w,m,getBounds,[[MANUAL: GameObject base overload]: multi-overload — needs manual disambiguation] Return bounding rectangle (0 overloads); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework,w,n,onTick,[[MANUAL: GameObject base overload]: multi-overload — needs manual disambiguation] Per-frame update callback (0 overloads); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework,w,o,isVisible,[[MANUAL: GameObject base overload]: multi-overload — needs manual disambiguation] Check if currently visible on screen (0 overloads); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework.b,b,s,getTag,[[MANUAL: GL batch renderer overload - low-level]: multi-overload — needs manual disambiguation] Return TAG constant (class simple name); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
field,com.corrodinggames.rts.gameFramework.f.a,h,b,textColor,Text color ARGB (int); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
field,com.corrodinggames.rts.gameFramework.f.a,h,c,textSize,Text font size (float); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
field,com.corrodinggames.rts.gameFramework.k,h,e,searchId,Current search ID (protected int); 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework.m,m,h,activate,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Ensure active texture bound before draws; 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework.m,m,x,shouldResizeFont,[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Check if UI scale resize active; 逆4-v19.133f98: 语义名在 03 存在 — 归属待迁 (relocate-candidate),suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.game,f,a(am,am,float,f,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(am,am,float,f)"
method,com.corrodinggames.rts.game.units,am,a(af,am,h,"""VariableScope)""","逆5a: 截断行 name 丢失 (javap exists, member 重建 a(af,am,h,VariableScope))"
method,com.corrodinggames.rts.game.units,am,a(float,float,float,float,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(float,float,float,float)"
method,com.corrodinggames.rts.game.units,am,a(s,boolean,PointF,"""am)""","逆5a: 截断行 name 丢失 (javap exists, member 重建 a(s,boolean,PointF,am))"
method,com.corrodinggames.rts.game.units,ar,a(com.corrodinggames.rts.game.units.as, float, float, float,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(com.corrodinggames.rts.game.units.as, float, float, float)"
method,com.corrodinggames.rts.game.units,y,a(au,as,n,float,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(au,as,n,float)"
method,com.corrodinggames.rts.game.units,y,a(float,float,n,boolean,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(float,float,n,boolean)"
method,com.corrodinggames.rts.game.units,y,a(int,float,float,"""float)""","逆5a: 截断行 name 丢失 (javap exists-dedup, member 重建 a(int, float, float))"
method,com.corrodinggames.rts.game.units.custom,e.f,a(boolean, boolean, int, boolean,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(boolean, boolean, int, boolean)"
method,com.corrodinggames.rts.game.units.custom,j,a(af,am,h,"""VariableScope)""","逆5a: 截断行 name 丢失 (javap exists, member 重建 a(af,am,h,VariableScope))"
method,com.corrodinggames.rts.game.units.custom,j,a(bn,int,am,boolean,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(bn,int,am,boolean)"
method,com.corrodinggames.rts.game.units.custom,j,a(f,am,int,bh,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(f,am,int,bh)"
method,com.corrodinggames.rts.game.units.custom,j,a(l,boolean,boolean,"""at[])""","逆5a: 截断行 name 丢失 (javap exists, member 重建 a(l,boolean,boolean,at[]))"
method,com.corrodinggames.rts.game.units.custom,j,a(s,PointF,am,"""int)""","逆5a: 截断行 name 丢失 (javap exists, member 重建 a(s,PointF,am,int))"
method,com.corrodinggames.rts.game.units.d,d,a(as, float, float,""" n)""","逆5a: 截断行 name 丢失 (javap exists, member 重建 a(as, float, float, n))"
method,com.corrodinggames.rts.game.units.d,d,a(y, as, ao, int,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(y, as, ao, int)"
method,com.corrodinggames.rts.gameFramework.j,ad,b(c,n,String,String),"逆5a: 截断行 name 丢失 (javap exists, member 重建 b(c,n,String,String))"
method,com.corrodinggames.rts.gameFramework.m,y,a(Texture,Rect,Rect,Paint,"逆5a: 截断行 name 丢失 (javap missing, member 重建 a(Texture,Rect,Rect,Paint)"
field,com.corrodinggames.rts.game.a,b,C,assignedZoneId,"Assigned zone ID (-9999=unset,  int)",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,com.corrodinggames.rts.game.units.custom,bn,bd,speedMultiplier,"Global speed multiplier (float,  default 1.0)",suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework.j,ad,"an(String,boolean,Runnable)",startServerThread,,suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework.m,m,u,initGraphics,"[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Initialize Graphics context,  mark ready",suspicious-bc-missing,名未在03声明 (仅子串命中)
method,com.corrodinggames.rts.gameFramework.m,m,w,flushCleanupQueue,"[[MANUAL: EffectConfig overload - game-lib.jar only]: multi-overload — needs manual disambiguation] Destroy all queued textures,  clear list",suspicious-bc-missing,名未在03声明 (仅子串命中)
method,d,c,"b(float, float, float)",getValues,,suspicious-bc-missing,名未在03声明 (仅子串命中)
method,d,c,"c(float, float, float)",getValues,,suspicious-bc-missing,名未在03声明 (仅子串命中)
method,d,c,"e(float, float, float)",getValues,,suspicious-bc-missing,名未在03声明 (仅子串命中)
method,d,c,"f(float, float, float)",getValues,,suspicious-bc-missing,名未在03声明 (仅子串命中)
method,d,c,<clinit>(),run,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
method,d,c,<init>(),updateAll,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,a,spriteFrameWidth,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
method,d,c,a(com.corrodinggames.rts.gameFramework.d.h),getResult,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,b,spriteFrameHeight,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,c,spriteCount,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,d,maxEffects,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,e,effectTypeCount,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,f,effectPool,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,g,activeEffectCount,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,i,nextEffectIndex,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,j,drawLayerOrder,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,k,shader,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,l,textureSheet,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,m,textureSheet2,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,n,drawRect,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,o,srcRect,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,p,dstRect,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,q,paint,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,s,spriteSheets,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,u,isDisplacementEnabled,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,v,isGlowEnabled,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,w,glowPaint,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,x,globalScale,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
field,d,c,y,spriteLoaded,"(EffectEngine) 特效引擎: 20 种精灵表,  固定数组池 e[]",suspicious-bc-missing,名未在03声明 (仅子串命中)
method,m,a,"onSurfaceChanged(javax.microedition.khronos.opengles.GL10, int, int)",handle,,suspicious-bc-missing,名未在03声明 (仅子串命中)
